"xseconds,"rate"
"5:","59"
"10:","62"
"15:","248"
"20:","246"
"25:","247"
"30:","259"
"35:","250"
"40:","253"
"45:","249"
"50:","246"
"55:","248"
"60:","247"
"65:","243"
"70:","250"
"75:","253"
"80:","248"
"85:","240"
"90:","249"
"95:","256"
"100:","240"
"105:","245"
"110:","250"
"115:","244"
"120:","235"
"125:","241"
"130:","256"
"135:","251"
"140:","247"
"145:","252"
"150:","257"
"155:","262"
"160:","246"
"165:","251"
"170:","252"
"175:","251"
"180:","244"
"185:","253"
"190:","245"
"195:","247"
"200:","250"
"205:","237"
"210:","251"
"215:","252"
"220:","258"
"225:","245"
"230:","247"
"235:","258"
"240:","313"
