"xseconds,"rate"
"5:","53"
"10:","102"
"15:","249"
"20:","244"
"25:","251"
"30:","257"
"35:","251"
"40:","250"
"45:","249"
"50:","243"
"55:","250"
"60:","245"
"65:","247"
"70:","249"
"75:","253"
"80:","244"
"85:","243"
"90:","249"
"95:","252"
"100:","237"
"105:","255"
"110:","245"
"115:","244"
"120:","234"
"125:","245"
"130:","255"
"135:","254"
"140:","241"
"145:","253"
"150:","260"
"155:","256"
"160:","248"
"165:","254"
"170:","251"
"175:","247"
"180:","246"
"185:","250"
"190:","247"
"195:","250"
"200:","250"
"205:","235"
"210:","250"
"215:","251"
"220:","258"
"225:","242"
"230:","247"
"235:","272"
"240:","350"
