"xseconds,"rate"
"5:","121"
"10:","257"
"15:","267"
"20:","185"
"25:","175"
"30:","175"
"35:","174"
"40:","174"
"45:","174"
"50:","172"
"55:","175"
"60:","175"
"65:","174"
"70:","176"
"75:","175"
"80:","175"
"85:","173"
"90:","176"
"95:","173"
"100:","172"
"105:","175"
"110:","173"
"115:","168"
"120:","169"
"125:","168"
"130:","174"
"135:","173"
"140:","174"
"145:","174"
"150:","174"
"155:","174"
"160:","171"
"165:","174"
"170:","172"
"175:","173"
"180:","175"
"185:","175"
"190:","174"
"195:","175"
"200:","173"
"205:","173"
"210:","164"
"215:","174"
"220:","173"
"225:","173"
"230:","168"
"235:","174"
"240:","178"
