"xseconds,"rate"
"5:","173"
"10:","174"
"15:","174"
"20:","170"
"25:","172"
"30:","173"
"35:","173"
"40:","214"
"45:","256"
"50:","252"
"55:","254"
"60:","252"
"65:","252"
"70:","258"
"75:","249"
"80:","254"
"85:","263"
"90:","256"
"95:","250"
"100:","250"
"105:","247"
"110:","255"
"115:","259"
"120:","248"
"125:","253"
"130:","248"
"135:","240"
"140:","252"
"145:","257"
"150:","251"
"155:","251"
"160:","256"
"165:","253"
"170:","254"
"175:","253"
"180:","254"
"185:","257"
"190:","251"
"195:","256"
"200:","250"
"205:","261"
"210:","252"
"215:","254"
"220:","250"
"225:","263"
"230:","270"
"235:","319"
"240:","399"
