"xseconds,"rate"
"5:","173"
"10:","117"
"15:","117"
"20:","116"
"25:","116"
"30:","115"
"35:","117"
"40:","117"
"45:","141"
"50:","236"
"55:","239"
"60:","241"
"65:","240"
"70:","243"
"75:","235"
"80:","236"
"85:","235"
"90:","230"
"95:","242"
"100:","237"
"105:","241"
"110:","215"
"115:","235"
"120:","239"
"125:","249"
"130:","247"
"135:","240"
"140:","238"
"145:","240"
"150:","242"
"155:","253"
"160:","243"
"165:","246"
"170:","234"
"175:","233"
"180:","249"
"185:","247"
"190:","250"
"195:","243"
"200:","239"
"205:","239"
"210:","248"
"215:","238"
"220:","244"
"225:","246"
"230:","239"
"235:","254"
"240:","280"
