"xseconds,"rate"
"5:","175"
"10:","174"
"15:","174"
"20:","170"
"25:","172"
"30:","173"
"35:","173"
"40:","215"
"45:","259"
"50:","256"
"55:","260"
"60:","258"
"65:","256"
"70:","262"
"75:","253"
"80:","260"
"85:","263"
"90:","260"
"95:","254"
"100:","255"
"105:","255"
"110:","258"
"115:","262"
"120:","254"
"125:","255"
"130:","253"
"135:","242"
"140:","257"
"145:","261"
"150:","257"
"155:","256"
"160:","257"
"165:","256"
"170:","255"
"175:","255"
"180:","257"
"185:","262"
"190:","252"
"195:","257"
"200:","252"
"205:","263"
"210:","253"
"215:","258"
"220:","254"
"225:","264"
"230:","272"
"235:","320"
"240:","399"
