"xseconds,"rate"
"5:","168"
"10:","157"
"15:","117"
"20:","116"
"25:","115"
"30:","115"
"35:","115"
"40:","115"
"45:","116"
"50:","128"
"55:","190"
"60:","191"
"65:","185"
"70:","192"
"75:","191"
"80:","189"
"85:","195"
"90:","188"
"95:","198"
"100:","196"
"105:","188"
"110:","197"
"115:","193"
"120:","184"
"125:","189"
"130:","193"
"135:","190"
"140:","184"
"145:","198"
"150:","197"
"155:","191"
"160:","187"
"165:","203"
"170:","187"
"175:","191"
"180:","186"
"185:","190"
"190:","190"
"195:","185"
"200:","196"
"205:","201"
"210:","193"
"215:","189"
"220:","192"
"225:","195"
"230:","186"
"235:","184"
"240:","195"
