"xseconds,"rate"
"5:","313"
"10:","188"
"15:","176"
"20:","177"
"25:","173"
"30:","177"
"35:","177"
"40:","177"
"45:","187"
"50:","215"
"55:","214"
"60:","218"
"65:","215"
"70:","221"
"75:","216"
"80:","213"
"85:","220"
"90:","218"
"95:","211"
"100:","216"
"105:","220"
"110:","220"
"115:","214"
"120:","212"
"125:","216"
"130:","216"
"135:","216"
"140:","210"
"145:","215"
"150:","220"
"155:","222"
"160:","219"
"165:","208"
"170:","213"
"175:","217"
"180:","213"
"185:","220"
"190:","222"
"195:","213"
"200:","216"
"205:","221"
"210:","221"
"215:","217"
"220:","218"
"225:","215"
"230:","216"
"235:","218"
"240:","249"
