"xseconds,"rate"
"5:","177"
"10:","121"
"15:","101"
"20:","98"
"25:","100"
"30:","98"
"35:","98"
"40:","100"
"45:","141"
"50:","237"
"55:","239"
"60:","243"
"65:","240"
"70:","252"
"75:","251"
"80:","247"
"85:","252"
"90:","248"
"95:","247"
"100:","243"
"105:","231"
"110:","237"
"115:","242"
"120:","242"
"125:","252"
"130:","252"
"135:","250"
"140:","250"
"145:","249"
"150:","243"
"155:","228"
"160:","240"
"165:","245"
"170:","246"
"175:","246"
"180:","251"
"185:","247"
"190:","250"
"195:","243"
"200:","245"
"205:","241"
"210:","243"
"215:","236"
"220:","244"
"225:","244"
"230:","257"
"235:","249"
"240:","243"
