"xseconds,"rate"
"5:","231"
"10:","232"
"15:","233"
"20:","232"
"25:","231"
"30:","233"
"35:","231"
"40:","238"
"45:","261"
"50:","269"
"55:","264"
"60:","267"
"65:","262"
"70:","273"
"75:","269"
"80:","265"
"85:","269"
"90:","266"
"95:","272"
"100:","263"
"105:","274"
"110:","270"
"115:","260"
"120:","264"
"125:","263"
"130:","264"
"135:","265"
"140:","267"
"145:","270"
"150:","261"
"155:","270"
"160:","262"
"165:","271"
"170:","267"
"175:","268"
"180:","263"
"185:","263"
"190:","266"
"195:","261"
"200:","270"
"205:","263"
"210:","271"
"215:","267"
"220:","264"
"225:","266"
"230:","262"
"235:","388"
"240:","397"
