"xseconds,"rate"
"5:","370"
"10:","302"
"15:","305"
"20:","301"
"25:","309"
"30:","271"
"35:","297"
"40:","304"
"45:","300"
"50:","303"
"55:","269"
"60:","307"
"65:","297"
"70:","298"
"75:","301"
"80:","301"
"85:","304"
"90:","300"
"95:","277"
"100:","298"
"105:","300"
"110:","299"
"115:","302"
"120:","303"
"125:","299"
"130:","300"
"135:","302"
"140:","302"
"145:","305"
"150:","300"
"155:","305"
"160:","296"
"165:","286"
"170:","305"
"175:","250"
"180:","259"
"185:","305"
"190:","305"
"195:","303"
"200:","307"
"205:","303"
"210:","303"
"215:","306"
"220:","304"
"225:","323"
"230:","383"
"235:","505"
"240:","705"
