"xseconds,"rate"
"5:","686"
"10:","489"
"15:","387"
"20:","377"
"25:","296"
"30:","381"
"35:","379"
"40:","369"
"45:","382"
"50:","385"
"55:","385"
"60:","372"
"65:","385"
"70:","384"
"75:","388"
"80:","376"
"85:","381"
"90:","379"
"95:","374"
"100:","383"
"105:","383"
"110:","364"
"115:","358"
"120:","384"
"125:","390"
"130:","376"
"135:","379"
"140:","358"
"145:","385"
"150:","384"
"155:","384"
"160:","381"
"165:","385"
"170:","376"
"175:","379"
"180:","380"
"185:","377"
"190:","379"
"195:","375"
"200:","379"
"205:","386"
"210:","373"
"215:","380"
"220:","377"
"225:","380"
"230:","377"
"235:","402"
"240:","525"
