"xseconds,"rate"
"5:","507"
"10:","394"
"15:","397"
"20:","306"
"25:","394"
"30:","402"
"35:","405"
"40:","386"
"45:","391"
"50:","396"
"55:","401"
"60:","393"
"65:","383"
"70:","386"
"75:","407"
"80:","397"
"85:","388"
"90:","399"
"95:","400"
"100:","395"
"105:","376"
"110:","359"
"115:","386"
"120:","381"
"125:","380"
"130:","393"
"135:","372"
"140:","396"
"145:","386"
"150:","391"
"155:","387"
"160:","383"
"165:","400"
"170:","399"
"175:","400"
"180:","397"
"185:","388"
"190:","395"
"195:","386"
"200:","390"
"205:","399"
"210:","398"
"215:","392"
"220:","387"
"225:","403"
"230:","398"
"235:","516"
"240:","692"
