"xseconds,"rate"
"5:","671"
"10:","490"
"15:","354"
"20:","297"
"25:","299"
"30:","299"
"35:","304"
"40:","265"
"45:","309"
"50:","298"
"55:","298"
"60:","300"
"65:","258"
"70:","303"
"75:","302"
"80:","306"
"85:","302"
"90:","307"
"95:","307"
"100:","301"
"105:","276"
"110:","303"
"115:","301"
"120:","302"
"125:","300"
"130:","292"
"135:","301"
"140:","294"
"145:","301"
"150:","300"
"155:","297"
"160:","289"
"165:","302"
"170:","296"
"175:","276"
"180:","292"
"185:","240"
"190:","267"
"195:","306"
"200:","293"
"205:","298"
"210:","302"
"215:","295"
"220:","299"
"225:","298"
"230:","298"
"235:","330"
"240:","427"
