"xseconds,"rate"
"5:","220"
"10:","217"
"15:","213"
"20:","220"
"25:","203"
"30:","214"
"35:","212"
"40:","215"
"45:","216"
"50:","213"
"55:","211"
"60:","209"
"65:","217"
"70:","223"
"75:","218"
"80:","213"
"85:","214"
"90:","211"
"95:","211"
"100:","216"
"105:","205"
"110:","222"
"115:","218"
"120:","216"
"125:","213"
"130:","213"
"135:","203"
"140:","214"
"145:","222"
"150:","211"
"155:","218"
"160:","217"
"165:","217"
"170:","210"
"175:","220"
"180:","215"
"185:","224"
"190:","223"
"195:","222"
"200:","215"
"205:","215"
"210:","213"
"215:","220"
"220:","216"
"225:","255"
"230:","562"
"235:","694"
"240:","744"
