"xseconds,"rate"
"5:","563"
"10:","528"
"15:","524"
"20:","441"
"25:","436"
"30:","442"
"35:","452"
"40:","407"
"45:","438"
"50:","437"
"55:","432"
"60:","406"
"65:","434"
"70:","437"
"75:","446"
"80:","452"
"85:","446"
"90:","445"
"95:","430"
"100:","435"
"105:","441"
"110:","433"
"115:","439"
"120:","443"
"125:","447"
"130:","432"
"135:","430"
"140:","433"
"145:","448"
"150:","443"
"155:","435"
"160:","427"
"165:","424"
"170:","439"
"175:","431"
"180:","422"
"185:","446"
"190:","409"
"195:","434"
"200:","418"
"205:","448"
"210:","441"
"215:","387"
"220:","445"
"225:","445"
"230:","446"
"235:","445"
"240:","532"
