"xseconds,"rate"
"5:","768"
"10:","571"
"15:","526"
"20:","520"
"25:","221"
"30:","219"
"35:","222"
"40:","226"
"45:","209"
"50:","219"
"55:","220"
"60:","215"
"65:","208"
"70:","219"
"75:","216"
"80:","223"
"85:","226"
"90:","221"
"95:","223"
"100:","216"
"105:","219"
"110:","220"
"115:","218"
"120:","220"
"125:","221"
"130:","223"
"135:","216"
"140:","217"
"145:","218"
"150:","222"
"155:","220"
"160:","218"
"165:","215"
"170:","217"
"175:","221"
"180:","215"
"185:","211"
"190:","223"
"195:","208"
"200:","217"
"205:","212"
"210:","222"
"215:","221"
"220:","197"
"225:","223"
"230:","222"
"235:","222"
"240:","221"
