"xseconds,"rate"
"5:","174"
"10:","171"
"15:","168"
"20:","165"
"25:","169"
"30:","163"
"35:","172"
"40:","163"
"45:","159"
"50:","177"
"55:","168"
"60:","173"
"65:","166"
"70:","168"
"75:","175"
"80:","173"
"85:","172"
"90:","174"
"95:","174"
"100:","171"
"105:","169"
"110:","166"
"115:","169"
"120:","174"
"125:","170"
"130:","174"
"135:","174"
"140:","175"
"145:","174"
"150:","170"
"155:","169"
"160:","169"
"165:","170"
"170:","170"
"175:","161"
"180:","166"
"185:","172"
"190:","174"
"195:","173"
"200:","170"
"205:","158"
"210:","171"
"215:","173"
"220:","371"
"225:","529"
"230:","579"
"235:","581"
"240:","696"
