"xseconds,"rate"
"5:","102"
"10:","91"
"15:","90"
"20:","88"
"25:","90"
"30:","89"
"35:","90"
"40:","88"
"45:","89"
"50:","88"
"55:","90"
"60:","88"
"65:","90"
"70:","90"
"75:","90"
"80:","90"
"85:","88"
"90:","88"
"95:","90"
"100:","90"
"105:","91"
"110:","91"
"115:","88"
"120:","91"
"125:","89"
"130:","92"
"135:","91"
"140:","91"
"145:","91"
"150:","87"
"155:","90"
"160:","92"
"165:","92"
"170:","88"
"175:","89"
"180:","90"
"185:","89"
"190:","88"
"195:","90"
"200:","92"
"205:","89"
"210:","89"
"215:","90"
"220:","89"
"225:","91"
"230:","91"
"235:","88"
"240:","97"
