"xseconds,"rate"
"5:","119"
"10:","91"
"15:","89"
"20:","88"
"25:","90"
"30:","89"
"35:","89"
"40:","84"
"45:","87"
"50:","90"
"55:","89"
"60:","88"
"65:","91"
"70:","91"
"75:","91"
"80:","89"
"85:","87"
"90:","88"
"95:","86"
"100:","89"
"105:","90"
"110:","88"
"115:","91"
"120:","92"
"125:","92"
"130:","88"
"135:","91"
"140:","88"
"145:","86"
"150:","90"
"155:","90"
"160:","87"
"165:","89"
"170:","87"
"175:","92"
"180:","89"
"185:","93"
"190:","91"
"195:","90"
"200:","89"
"205:","91"
"210:","93"
"215:","92"
"220:","91"
"225:","91"
"230:","90"
"235:","91"
"240:","91"
