"xseconds,"rate"
"5:","190"
"10:","90"
"15:","88"
"20:","91"
"25:","89"
"30:","87"
"35:","85"
"40:","84"
"45:","87"
"50:","89"
"55:","87"
"60:","92"
"65:","90"
"70:","90"
"75:","89"
"80:","87"
"85:","88"
"90:","87"
"95:","89"
"100:","90"
"105:","89"
"110:","91"
"115:","92"
"120:","92"
"125:","88"
"130:","92"
"135:","86"
"140:","88"
"145:","91"
"150:","88"
"155:","89"
"160:","88"
"165:","88"
"170:","92"
"175:","88"
"180:","94"
"185:","89"
"190:","92"
"195:","88"
"200:","92"
"205:","93"
"210:","92"
"215:","91"
"220:","90"
"225:","90"
"230:","91"
"235:","92"
"240:","105"
