"xseconds,"rate"
"5:","89"
"10:","90"
"15:","88"
"20:","90"
"25:","89"
"30:","87"
"35:","86"
"40:","81"
"45:","89"
"50:","89"
"55:","88"
"60:","92"
"65:","90"
"70:","91"
"75:","89"
"80:","87"
"85:","89"
"90:","87"
"95:","89"
"100:","90"
"105:","90"
"110:","91"
"115:","92"
"120:","91"
"125:","88"
"130:","91"
"135:","86"
"140:","88"
"145:","92"
"150:","88"
"155:","89"
"160:","87"
"165:","89"
"170:","92"
"175:","89"
"180:","94"
"185:","89"
"190:","92"
"195:","88"
"200:","92"
"205:","93"
"210:","92"
"215:","91"
"220:","89"
"225:","90"
"230:","91"
"235:","92"
"240:","107"
