"xseconds,"rate"
"5:","118"
"10:","118"
"15:","117"
"20:","114"
"25:","117"
"30:","109"
"35:","118"
"40:","181"
"45:","250"
"50:","242"
"55:","252"
"60:","253"
"65:","255"
"70:","242"
"75:","254"
"80:","253"
"85:","257"
"90:","244"
"95:","246"
"100:","253"
"105:","264"
"110:","262"
"115:","259"
"120:","214"
"125:","254"
"130:","223"
"135:","257"
"140:","254"
"145:","255"
"150:","255"
"155:","246"
"160:","258"
"165:","255"
"170:","256"
"175:","246"
"180:","249"
"185:","256"
"190:","252"
"195:","242"
"200:","261"
"205:","255"
"210:","258"
"215:","245"
"220:","244"
"225:","251"
"230:","255"
"235:","393"
"240:","374"
