"xseconds,"rate"
"5:","264"
"10:","234"
"15:","233"
"20:","234"
"25:","226"
"30:","232"
"35:","218"
"40:","233"
"45:","199"
"50:","174"
"55:","241"
"60:","294"
"65:","286"
"70:","276"
"75:","289"
"80:","285"
"85:","287"
"90:","286"
"95:","278"
"100:","294"
"105:","286"
"110:","282"
"115:","282"
"120:","277"
"125:","271"
"130:","277"
"135:","277"
"140:","281"
"145:","289"
"150:","293"
"155:","282"
"160:","290"
"165:","287"
"170:","292"
"175:","283"
"180:","296"
"185:","275"
"190:","287"
"195:","284"
"200:","282"
"205:","286"
"210:","277"
"215:","295"
"220:","298"
"225:","289"
"230:","289"
"235:","288"
"240:","284"
