"xseconds,"rate"
"5:","155"
"10:","142"
"15:","134"
"20:","139"
"25:","137"
"30:","137"
"35:","137"
"40:","141"
"45:","105"
"50:","111"
"55:","187"
"60:","220"
"65:","216"
"70:","226"
"75:","222"
"80:","222"
"85:","211"
"90:","216"
"95:","223"
"100:","224"
"105:","219"
"110:","226"
"115:","229"
"120:","228"
"125:","220"
"130:","225"
"135:","221"
"140:","220"
"145:","228"
"150:","228"
"155:","228"
"160:","226"
"165:","217"
"170:","214"
"175:","228"
"180:","226"
"185:","228"
"190:","226"
"195:","225"
"200:","222"
"205:","225"
"210:","229"
"215:","232"
"220:","221"
"225:","224"
"230:","220"
"235:","237"
"240:","274"
