"xseconds,"rate"
"5:","167"
"10:","176"
"15:","176"
"20:","175"
"25:","176"
"30:","176"
"35:","176"
"40:","301"
"45:","328"
"50:","334"
"55:","341"
"60:","328"
"65:","329"
"70:","328"
"75:","322"
"80:","315"
"85:","338"
"90:","329"
"95:","330"
"100:","339"
"105:","329"
"110:","339"
"115:","319"
"120:","317"
"125:","332"
"130:","326"
"135:","328"
"140:","338"
"145:","333"
"150:","332"
"155:","317"
"160:","331"
"165:","338"
"170:","331"
"175:","340"
"180:","322"
"185:","331"
"190:","321"
"195:","333"
"200:","325"
"205:","322"
"210:","328"
"215:","324"
"220:","318"
"225:","331"
"230:","327"
"235:","343"
"240:","394"
