"xseconds,"rate"
"5:","117"
"10:","118"
"15:","117"
"20:","114"
"25:","117"
"30:","109"
"35:","118"
"40:","180"
"45:","241"
"50:","228"
"55:","239"
"60:","233"
"65:","242"
"70:","229"
"75:","239"
"80:","240"
"85:","245"
"90:","228"
"95:","233"
"100:","240"
"105:","250"
"110:","251"
"115:","249"
"120:","206"
"125:","241"
"130:","217"
"135:","243"
"140:","236"
"145:","242"
"150:","242"
"155:","230"
"160:","243"
"165:","240"
"170:","240"
"175:","233"
"180:","237"
"185:","246"
"190:","242"
"195:","230"
"200:","246"
"205:","239"
"210:","249"
"215:","231"
"220:","230"
"225:","238"
"230:","243"
"235:","389"
"240:","373"
