"xseconds,"rate"
"5:","155"
"10:","142"
"15:","135"
"20:","139"
"25:","137"
"30:","137"
"35:","137"
"40:","141"
"45:","104"
"50:","111"
"55:","192"
"60:","231"
"65:","224"
"70:","233"
"75:","223"
"80:","234"
"85:","224"
"90:","224"
"95:","232"
"100:","231"
"105:","226"
"110:","235"
"115:","238"
"120:","238"
"125:","231"
"130:","232"
"135:","230"
"140:","229"
"145:","237"
"150:","235"
"155:","235"
"160:","238"
"165:","233"
"170:","227"
"175:","235"
"180:","228"
"185:","233"
"190:","234"
"195:","235"
"200:","233"
"205:","230"
"210:","237"
"215:","240"
"220:","233"
"225:","237"
"230:","232"
"235:","245"
"240:","278"
