"xseconds,"rate"
"5:","190"
"10:","122"
"15:","119"
"20:","118"
"25:","117"
"30:","114"
"35:","117"
"40:","109"
"45:","118"
"50:","128"
"55:","152"
"60:","170"
"65:","170"
"70:","168"
"75:","168"
"80:","164"
"85:","168"
"90:","164"
"95:","168"
"100:","173"
"105:","170"
"110:","167"
"115:","168"
"120:","168"
"125:","171"
"130:","147"
"135:","169"
"140:","149"
"145:","170"
"150:","165"
"155:","168"
"160:","169"
"165:","163"
"170:","170"
"175:","169"
"180:","168"
"185:","169"
"190:","169"
"195:","168"
"200:","165"
"205:","163"
"210:","167"
"215:","163"
"220:","169"
"225:","170"
"230:","166"
"235:","165"
"240:","171"
