"xseconds,"rate"
"5:","60"
"10:","191"
"15:","240"
"20:","248"
"25:","242"
"30:","253"
"35:","248"
"40:","242"
"45:","247"
"50:","245"
"55:","249"
"60:","243"
"65:","238"
"70:","257"
"75:","245"
"80:","251"
"85:","240"
"90:","257"
"95:","246"
"100:","241"
"105:","251"
"110:","249"
"115:","253"
"120:","248"
"125:","254"
"130:","252"
"135:","248"
"140:","246"
"145:","253"
"150:","245"
"155:","253"
"160:","240"
"165:","251"
"170:","251"
"175:","249"
"180:","234"
"185:","246"
"190:","261"
"195:","229"
"200:","247"
"205:","247"
"210:","255"
"215:","257"
"220:","248"
"225:","242"
"230:","249"
"235:","251"
"240:","309"
