"xseconds,"rate"
"5:","613"
"10:","573"
"15:","529"
"20:","385"
"25:","325"
"30:","320"
"35:","325"
"40:","312"
"45:","317"
"50:","312"
"55:","323"
"60:","309"
"65:","318"
"70:","331"
"75:","324"
"80:","332"
"85:","313"
"90:","327"
"95:","321"
"100:","333"
"105:","323"
"110:","327"
"115:","329"
"120:","326"
"125:","323"
"130:","318"
"135:","321"
"140:","316"
"145:","319"
"150:","323"
"155:","325"
"160:","327"
"165:","328"
"170:","318"
"175:","319"
"180:","324"
"185:","324"
"190:","321"
"195:","308"
"200:","320"
"205:","325"
"210:","325"
"215:","327"
"220:","322"
"225:","312"
"230:","331"
"235:","329"
"240:","393"
