"xseconds,"rate"
"5:","402"
"10:","339"
"15:","339"
"20:","354"
"25:","338"
"30:","343"
"35:","334"
"40:","350"
"45:","329"
"50:","335"
"55:","334"
"60:","339"
"65:","349"
"70:","331"
"75:","342"
"80:","356"
"85:","350"
"90:","355"
"95:","353"
"100:","347"
"105:","339"
"110:","342"
"115:","333"
"120:","352"
"125:","357"
"130:","342"
"135:","348"
"140:","347"
"145:","348"
"150:","352"
"155:","335"
"160:","346"
"165:","337"
"170:","351"
"175:","351"
"180:","323"
"185:","341"
"190:","356"
"195:","350"
"200:","353"
"205:","346"
"210:","331"
"215:","351"
"220:","356"
"225:","384"
"230:","529"
"235:","590"
"240:","640"
