"xseconds,"rate"
"5:","457"
"10:","349"
"15:","352"
"20:","359"
"25:","352"
"30:","348"
"35:","346"
"40:","366"
"45:","329"
"50:","342"
"55:","335"
"60:","347"
"65:","366"
"70:","339"
"75:","363"
"80:","368"
"85:","361"
"90:","364"
"95:","360"
"100:","359"
"105:","348"
"110:","353"
"115:","345"
"120:","353"
"125:","364"
"130:","353"
"135:","349"
"140:","362"
"145:","367"
"150:","360"
"155:","345"
"160:","350"
"165:","343"
"170:","361"
"175:","354"
"180:","326"
"185:","351"
"190:","358"
"195:","360"
"200:","354"
"205:","352"
"210:","325"
"215:","359"
"220:","361"
"225:","383"
"230:","530"
"235:","583"
"240:","582"
