"xseconds,"rate"
"5:","568"
"10:","533"
"15:","542"
"20:","547"
"25:","541"
"30:","508"
"35:","532"
"40:","513"
"45:","547"
"50:","487"
"55:","543"
"60:","519"
"65:","536"
"70:","519"
"75:","522"
"80:","506"
"85:","546"
"90:","506"
"95:","486"
"100:","547"
"105:","536"
"110:","503"
"115:","532"
"120:","537"
"125:","530"
"130:","535"
"135:","525"
"140:","532"
"145:","533"
"150:","529"
"155:","498"
"160:","471"
"165:","532"
"170:","519"
"175:","526"
"180:","530"
"185:","495"
"190:","520"
"195:","515"
"200:","518"
"205:","526"
"210:","505"
"215:","534"
"220:","530"
"225:","513"
"230:","529"
"235:","526"
"240:","629"
