"xseconds,"rate"
"5:","269"
"10:","267"
"15:","273"
"20:","273"
"25:","253"
"30:","262"
"35:","256"
"40:","273"
"45:","244"
"50:","271"
"55:","259"
"60:","268"
"65:","258"
"70:","260"
"75:","253"
"80:","275"
"85:","251"
"90:","241"
"95:","271"
"100:","271"
"105:","248"
"110:","269"
"115:","265"
"120:","264"
"125:","270"
"130:","258"
"135:","266"
"140:","266"
"145:","261"
"150:","250"
"155:","237"
"160:","265"
"165:","262"
"170:","259"
"175:","264"
"180:","250"
"185:","257"
"190:","257"
"195:","257"
"200:","263"
"205:","250"
"210:","266"
"215:","266"
"220:","254"
"225:","264"
"230:","335"
"235:","563"
"240:","751"
