"xseconds,"rate"
"5:","135"
"10:","145"
"15:","142"
"20:","116"
"25:","135"
"30:","132"
"35:","125"
"40:","146"
"45:","146"
"50:","129"
"55:","135"
"60:","101"
"65:","97"
"70:","208"
"75:","203"
"80:","204"
"85:","196"
"90:","207"
"95:","185"
"100:","194"
"105:","195"
"110:","194"
"115:","200"
"120:","188"
"125:","208"
"130:","203"
"135:","208"
"140:","187"
"145:","210"
"150:","215"
"155:","218"
"160:","197"
"165:","194"
"170:","205"
"175:","198"
"180:","206"
"185:","201"
"190:","202"
"195:","204"
"200:","197"
"205:","199"
"210:","193"
"215:","197"
"220:","202"
"225:","258"
"230:","268"
"235:","269"
"240:","269"
