"xseconds,"rate"
"5:","298"
"10:","307"
"15:","300"
"20:","296"
"25:","280"
"30:","286"
"35:","298"
"40:","294"
"45:","301"
"50:","262"
"55:","305"
"60:","302"
"65:","301"
"70:","297"
"75:","298"
"80:","298"
"85:","304"
"90:","282"
"95:","286"
"100:","299"
"105:","300"
"110:","300"
"115:","308"
"120:","300"
"125:","300"
"130:","299"
"135:","298"
"140:","295"
"145:","299"
"150:","301"
"155:","299"
"160:","266"
"165:","300"
"170:","253"
"175:","244"
"180:","307"
"185:","301"
"190:","302"
"195:","300"
"200:","299"
"205:","302"
"210:","301"
"215:","299"
"220:","307"
"225:","375"
"230:","473"
"235:","671"
"240:","772"
