"xseconds,"rate"
"5:","573"
"10:","398"
"15:","321"
"20:","258"
"25:","269"
"30:","262"
"35:","255"
"40:","266"
"45:","256"
"50:","267"
"55:","264"
"60:","266"
"65:","259"
"70:","265"
"75:","257"
"80:","260"
"85:","257"
"90:","259"
"95:","254"
"100:","254"
"105:","221"
"110:","265"
"115:","262"
"120:","269"
"125:","243"
"130:","263"
"135:","256"
"140:","265"
"145:","257"
"150:","259"
"155:","268"
"160:","267"
"165:","258"
"170:","266"
"175:","263"
"180:","256"
"185:","264"
"190:","262"
"195:","260"
"200:","261"
"205:","264"
"210:","258"
"215:","252"
"220:","260"
"225:","262"
"230:","259"
"235:","309"
"240:","388"
