"xseconds,"rate"
"5:","784"
"10:","699"
"15:","527"
"20:","389"
"25:","397"
"30:","311"
"35:","370"
"40:","386"
"45:","389"
"50:","393"
"55:","393"
"60:","384"
"65:","388"
"70:","384"
"75:","379"
"80:","385"
"85:","385"
"90:","382"
"95:","390"
"100:","391"
"105:","383"
"110:","388"
"115:","374"
"120:","357"
"125:","384"
"130:","389"
"135:","391"
"140:","392"
"145:","369"
"150:","382"
"155:","381"
"160:","387"
"165:","392"
"170:","389"
"175:","390"
"180:","388"
"185:","387"
"190:","383"
"195:","382"
"200:","386"
"205:","383"
"210:","384"
"215:","389"
"220:","391"
"225:","383"
"230:","382"
"235:","383"
"240:","386"
