"xseconds,"rate"
"5:","518"
"10:","489"
"15:","507"
"20:","515"
"25:","511"
"30:","510"
"35:","509"
"40:","512"
"45:","517"
"50:","509"
"55:","511"
"60:","517"
"65:","514"
"70:","502"
"75:","490"
"80:","487"
"85:","507"
"90:","509"
"95:","508"
"100:","490"
"105:","512"
"110:","512"
"115:","511"
"120:","520"
"125:","516"
"130:","504"
"135:","511"
"140:","512"
"145:","517"
"150:","513"
"155:","512"
"160:","512"
"165:","517"
"170:","512"
"175:","520"
"180:","513"
"185:","518"
"190:","507"
"195:","514"
"200:","510"
"205:","520"
"210:","519"
"215:","511"
"220:","508"
"225:","514"
"230:","525"
"235:","709"
"240:","784"
