"xseconds,"rate"
"5:","695"
"10:","653"
"15:","689"
"20:","688"
"25:","671"
"30:","700"
"35:","698"
"40:","695"
"45:","695"
"50:","685"
"55:","699"
"60:","698"
"65:","696"
"70:","670"
"75:","660"
"80:","688"
"85:","700"
"90:","694"
"95:","691"
"100:","671"
"105:","697"
"110:","694"
"115:","694"
"120:","701"
"125:","682"
"130:","684"
"135:","703"
"140:","711"
"145:","698"
"150:","670"
"155:","665"
"160:","692"
"165:","692"
"170:","702"
"175:","708"
"180:","693"
"185:","692"
"190:","682"
"195:","705"
"200:","695"
"205:","694"
"210:","694"
"215:","698"
"220:","698"
"225:","705"
"230:","693"
"235:","701"
"240:","753"
