"xseconds,"rate"
"5:","498"
"10:","381"
"15:","300"
"20:","256"
"25:","254"
"30:","256"
"35:","247"
"40:","254"
"45:","248"
"50:","242"
"55:","246"
"60:","261"
"65:","254"
"70:","257"
"75:","254"
"80:","255"
"85:","257"
"90:","230"
"95:","254"
"100:","253"
"105:","220"
"110:","254"
"115:","251"
"120:","251"
"125:","239"
"130:","248"
"135:","256"
"140:","258"
"145:","255"
"150:","259"
"155:","252"
"160:","262"
"165:","254"
"170:","253"
"175:","260"
"180:","256"
"185:","259"
"190:","255"
"195:","255"
"200:","249"
"205:","257"
"210:","249"
"215:","251"
"220:","248"
"225:","254"
"230:","251"
"235:","301"
"240:","433"
