"xseconds,"rate"
"5:","396"
"10:","380"
"15:","305"
"20:","368"
"25:","381"
"30:","381"
"35:","385"
"40:","382"
"45:","381"
"50:","385"
"55:","388"
"60:","378"
"65:","383"
"70:","381"
"75:","383"
"80:","383"
"85:","385"
"90:","378"
"95:","385"
"100:","377"
"105:","357"
"110:","381"
"115:","386"
"120:","385"
"125:","383"
"130:","354"
"135:","380"
"140:","385"
"145:","388"
"150:","391"
"155:","386"
"160:","388"
"165:","385"
"170:","385"
"175:","375"
"180:","384"
"185:","386"
"190:","387"
"195:","384"
"200:","387"
"205:","383"
"210:","383"
"215:","389"
"220:","385"
"225:","393"
"230:","517"
"235:","682"
"240:","736"
