"xseconds,"rate"
"5:","96"
"10:","83"
"15:","83"
"20:","85"
"25:","84"
"30:","82"
"35:","83"
"40:","86"
"45:","84"
"50:","84"
"55:","83"
"60:","190"
"65:","244"
"70:","239"
"75:","252"
"80:","245"
"85:","242"
"90:","259"
"95:","235"
"100:","254"
"105:","252"
"110:","238"
"115:","245"
"120:","251"
"125:","242"
"130:","253"
"135:","253"
"140:","257"
"145:","257"
"150:","250"
"155:","244"
"160:","255"
"165:","255"
"170:","241"
"175:","244"
"180:","247"
"185:","241"
"190:","242"
"195:","248"
"200:","245"
"205:","241"
"210:","253"
"215:","242"
"220:","256"
"225:","242"
"230:","244"
"235:","260"
"240:","312"
