"xseconds,"rate"
"5:","97"
"10:","92"
"15:","92"
"20:","91"
"25:","93"
"30:","92"
"35:","90"
"40:","93"
"45:","92"
"50:","93"
"55:","159"
"60:","265"
"65:","260"
"70:","258"
"75:","266"
"80:","262"
"85:","265"
"90:","265"
"95:","249"
"100:","268"
"105:","257"
"110:","258"
"115:","264"
"120:","267"
"125:","256"
"130:","259"
"135:","262"
"140:","247"
"145:","267"
"150:","257"
"155:","261"
"160:","262"
"165:","257"
"170:","250"
"175:","236"
"180:","259"
"185:","263"
"190:","265"
"195:","263"
"200:","263"
"205:","272"
"210:","257"
"215:","262"
"220:","252"
"225:","259"
"230:","269"
"235:","274"
"240:","310"
