"xseconds,"rate"
"5:","145"
"10:","144"
"15:","145"
"20:","145"
"25:","143"
"30:","145"
"35:","146"
"40:","144"
"45:","146"
"50:","143"
"55:","145"
"60:","143"
"65:","145"
"70:","143"
"75:","142"
"80:","147"
"85:","143"
"90:","137"
"95:","145"
"100:","142"
"105:","143"
"110:","142"
"115:","142"
"120:","143"
"125:","135"
"130:","141"
"135:","144"
"140:","144"
"145:","146"
"150:","144"
"155:","146"
"160:","144"
"165:","144"
"170:","142"
"175:","146"
"180:","143"
"185:","144"
"190:","146"
"195:","145"
"200:","145"
"205:","147"
"210:","145"
"215:","145"
"220:","145"
"225:","144"
"230:","140"
"235:","155"
"240:","271"
