"xseconds,"rate"
"5:","137"
"10:","89"
"15:","87"
"20:","87"
"25:","88"
"30:","87"
"35:","88"
"40:","87"
"45:","87"
"50:","88"
"55:","86"
"60:","86"
"65:","88"
"70:","88"
"75:","88"
"80:","88"
"85:","89"
"90:","87"
"95:","88"
"100:","88"
"105:","88"
"110:","88"
"115:","88"
"120:","85"
"125:","88"
"130:","88"
"135:","89"
"140:","88"
"145:","89"
"150:","87"
"155:","88"
"160:","88"
"165:","88"
"170:","87"
"175:","88"
"180:","86"
"185:","88"
"190:","88"
"195:","88"
"200:","87"
"205:","85"
"210:","87"
"215:","88"
"220:","85"
"225:","86"
"230:","85"
"235:","86"
"240:","84"
