"xseconds,"rate"
"5:","113"
"10:","92"
"15:","92"
"20:","91"
"25:","93"
"30:","92"
"35:","90"
"40:","93"
"45:","91"
"50:","93"
"55:","152"
"60:","263"
"65:","260"
"70:","258"
"75:","265"
"80:","261"
"85:","265"
"90:","265"
"95:","250"
"100:","270"
"105:","257"
"110:","256"
"115:","265"
"120:","266"
"125:","258"
"130:","257"
"135:","264"
"140:","248"
"145:","264"
"150:","258"
"155:","261"
"160:","262"
"165:","257"
"170:","251"
"175:","236"
"180:","259"
"185:","263"
"190:","265"
"195:","264"
"200:","264"
"205:","270"
"210:","259"
"215:","263"
"220:","250"
"225:","259"
"230:","269"
"235:","272"
"240:","306"
