"xseconds,"rate"
"5:","97"
"10:","88"
"15:","87"
"20:","87"
"25:","89"
"30:","87"
"35:","88"
"40:","87"
"45:","86"
"50:","88"
"55:","87"
"60:","86"
"65:","88"
"70:","88"
"75:","88"
"80:","87"
"85:","89"
"90:","87"
"95:","88"
"100:","87"
"105:","88"
"110:","89"
"115:","87"
"120:","85"
"125:","88"
"130:","88"
"135:","89"
"140:","88"
"145:","88"
"150:","87"
"155:","88"
"160:","88"
"165:","87"
"170:","88"
"175:","87"
"180:","86"
"185:","88"
"190:","88"
"195:","88"
"200:","86"
"205:","87"
"210:","87"
"215:","88"
"220:","86"
"225:","86"
"230:","86"
"235:","86"
"240:","118"
