"xseconds,"rate"
"5:","248"
"10:","157"
"15:","160"
"20:","154"
"25:","158"
"30:","156"
"35:","155"
"40:","158"
"45:","158"
"50:","158"
"55:","158"
"60:","158"
"65:","157"
"70:","159"
"75:","157"
"80:","159"
"85:","158"
"90:","147"
"95:","157"
"100:","145"
"105:","156"
"110:","157"
"115:","156"
"120:","156"
"125:","156"
"130:","158"
"135:","157"
"140:","145"
"145:","158"
"150:","158"
"155:","157"
"160:","156"
"165:","156"
"170:","157"
"175:","157"
"180:","156"
"185:","158"
"190:","153"
"195:","156"
"200:","146"
"205:","151"
"210:","156"
"215:","156"
"220:","151"
"225:","146"
"230:","157"
"235:","161"
"240:","237"
