551878.146192
186,0.000000
188,0.000000
190,0.000000
191,0.000003
193,0.000009
194,0.000022
198,0.000092
199,0.000105
200,0.000111
201,0.000125
203,0.000135
206,0.000142
208,0.000143
210,0.000143
212,0.000144
218,0.000144
223,0.000144
240,0.000144
242,0.000144
247,0.000144
251,0.000163
256,0.001157
256,0.001472
258,0.002837
259,0.005807
262,0.009719
263,0.011620
264,0.012022
265,0.012813
268,0.014814
269,0.015086
274,0.024865
277,0.041349
283,0.052278
290,0.056101
297,0.068968
305,0.071744
309,0.081148
315,0.103356
317,0.110139
318,0.111733
322,0.114798
324,0.115420
327,0.116806
332,0.127404
334,0.137511
335,0.137511
338,0.150785
342,0.157193
344,0.158344
345,0.158346
347,0.159018
350,0.160105
353,0.163281
354,0.163468
356,0.173159
360,0.192181
363,0.217443
368,0.236015
371,0.238881
372,0.239584
373,0.240047
374,0.240214
376,0.241308
377,0.242328
380,0.244634
389,0.531369
392,0.749147
393,0.749161
397,0.899853
404,0.969695
405,0.973112
408,0.984752
411,0.988466
414,0.989327
415,0.989755
422,0.990597
423,0.990602
429,0.991063
430,0.991067
432,0.991219
433,0.991225
434,0.991307
438,0.991478
443,0.991591
445,0.991685
447,0.991716
453,0.991863
457,0.991985
460,0.992039
461,0.992099
463,0.992103
464,0.992141
465,0.992159
472,0.992286
474,0.992321
476,0.992343
477,0.992355
480,0.992388
489,0.992573
490,0.992576
494,0.992780
500,0.992988
501,0.993142
502,0.993145
503,0.993149
505,0.993304
511,0.993552
513,0.993558
515,0.993653
516,0.993655
523,0.993835
524,0.993892
528,0.994007
529,0.994007
540,0.994193
547,0.994259
550,0.994271
551,0.994285
553,0.994286
556,0.994301
562,0.994330
563,0.994330
568,0.994357
570,0.994358
571,0.994372
574,0.994382
579,0.994400
582,0.994415
583,0.994415
584,0.994424
587,0.994435
591,0.994460
597,0.994479
603,0.994503
613,0.994541
616,0.994554
620,0.994566
623,0.994578
625,0.994590
628,0.994601
629,0.994602
630,0.994602
631,0.994613
632,0.994613
635,0.994626
636,0.994626
637,0.994630
641,0.994650
647,0.994667
653,0.994687
654,0.994695
657,0.994704
659,0.994713
662,0.994724
663,0.994725
664,0.994732
667,0.994740
676,0.994772
682,0.994794
685,0.994804
692,0.994823
695,0.994832
696,0.994833
698,0.994842
699,0.994842
701,0.994851
702,0.994851
703,0.994851
710,0.994871
711,0.994879
713,0.994880
715,0.994890
720,0.994902
727,0.994933
732,0.994958
733,0.994958
734,0.994969
736,0.994975
740,0.994993
743,0.995013
746,0.995032
748,0.995052
749,0.995053
757,0.995103
760,0.995116
764,0.995147
773,0.995184
775,0.995200
780,0.995215
781,0.995229
783,0.995230
784,0.995239
785,0.995243
788,0.995256
790,0.995258
791,0.995269
792,0.995270
793,0.995270
800,0.995299
801,0.995310
802,0.995310
804,0.995319
806,0.995323
807,0.995327
808,0.995334
810,0.995335
818,0.995367
823,0.995379
824,0.995386
826,0.995391
827,0.995395
834,0.995420
835,0.995425
838,0.995437
848,0.995472
851,0.995482
854,0.995489
858,0.995502
859,0.995502
860,0.995503
861,0.995510
862,0.995511
863,0.995511
867,0.995523
868,0.995529
869,0.995529
871,0.995539
878,0.995560
883,0.995571
886,0.995584
891,0.995610
893,0.995611
901,0.995648
909,0.995672
910,0.995673
915,0.995695
928,0.995741
929,0.995741
931,0.995753
939,0.995776
942,0.995786
943,0.995786
945,0.995797
947,0.995801
949,0.995808
955,0.995831
962,0.995858
965,0.995872
976,0.995909
977,0.995912
982,0.995929
984,0.995935
1001,0.995984
1008,0.996002
1010,0.996003
1011,0.996010
1012,0.996010
1013,0.996011
1014,0.996017
1016,0.996020
1019,0.996030
1022,0.996040
1023,0.996040
1028,0.996059
1031,0.996068
1032,0.996069
1040,0.996087
1043,0.996095
1044,0.996101
1047,0.996107
1048,0.996113
1049,0.996114
1050,0.996114
1052,0.996124
1053,0.996124
1057,0.996136
1064,0.996156
1069,0.996168
1071,0.996177
1074,0.996183
1078,0.996193
1081,0.996203
1095,0.996236
1096,0.996237
1100,0.996244
1101,0.996250
1108,0.996266
1110,0.996267
1111,0.996272
1112,0.996273
1114,0.996277
1117,0.996281
1118,0.996285
1121,0.996292
1136,0.996325
1137,0.996327
1142,0.996341
1143,0.996342
1144,0.996347
1146,0.996351
1152,0.996367
1153,0.996368
1164,0.996403
1167,0.996410
1169,0.996415
1171,0.996424
1174,0.996431
1179,0.996443
1181,0.996450
1182,0.996451
1183,0.996451
1186,0.996460
1189,0.996468
1190,0.996468
1192,0.996476
1193,0.996476
1194,0.996480
1197,0.996486
1198,0.996490
1204,0.996501
1206,0.996504
1209,0.996511
1211,0.996516
1212,0.996516
1216,0.996522
1217,0.996524
1222,0.996533
1224,0.996537
1232,0.996549
1236,0.996554
1245,0.996567
1248,0.996571
1250,0.996571
1251,0.996575
1252,0.996575
1258,0.996582
1261,0.996585
1264,0.996589
1266,0.996590
1269,0.996593
1270,0.996593
1271,0.996596
1274,0.996599
1275,0.996600
1278,0.996603
1282,0.996606
1289,0.996613
1294,0.996618
1295,0.996619
1297,0.996620
1302,0.996626
1305,0.996629
1306,0.996629
1307,0.996630
1322,0.996643
1326,0.996646
1329,0.996649
1333,0.996651
1334,0.996653
1342,0.996659
1343,0.996659
1347,0.996662
1350,0.996664
1355,0.996669
1356,0.996669
1358,0.996671
1360,0.996671
1362,0.996674
1364,0.996675
1367,0.996676
1368,0.996678
1369,0.996678
1370,0.996678
1373,0.996681
1377,0.996683
1380,0.996685
1381,0.996687
1382,0.996687
1383,0.996687
1389,0.996691
1393,0.996693
1396,0.996696
1401,0.996700
1404,0.996701
1407,0.996703
1411,0.996706
1420,0.996709
1421,0.996711
1422,0.996711
1424,0.996712
1425,0.996713
1426,0.996713
1436,0.996718
1445,0.996722
1446,0.996723
1451,0.996725
1453,0.996725
1455,0.996726
1456,0.996726
1461,0.996728
1462,0.996728
1464,0.996729
1466,0.996730
1468,0.996731
1478,0.996735
1480,0.996735
1484,0.996737
1486,0.996737
1488,0.996739
1490,0.996739
1495,0.996741
1497,0.996741
1500,0.996742
1502,0.996744
1503,0.996744
1506,0.996745
1507,0.996745
1510,0.996746
1512,0.996747
1513,0.996747
1514,0.996748
1516,0.996748
1517,0.996749
1525,0.996751
1527,0.996752
1531,0.996754
1533,0.996754
1535,0.996755
1537,0.996756
1538,0.996756
1540,0.996756
1542,0.996757
1545,0.996758
1549,0.996759
1550,0.996759
1554,0.996761
1556,0.996761
1557,0.996762
1558,0.996762
1560,0.996762
1562,0.996763
1564,0.996764
1580,0.996768
1584,0.996769
1585,0.996770
1587,0.996770
1598,0.996773
1602,0.996774
1606,0.996775
1609,0.996775
1611,0.996776
1618,0.996777
1622,0.996778
1626,0.996779
1628,0.996780
1630,0.996780
1634,0.996781
1642,0.996784
1645,0.996785
1648,0.996785
1653,0.996787
1655,0.996787
1657,0.996787
1661,0.996789
1662,0.996789
1664,0.996789
1665,0.996790
1668,0.996791
1683,0.996794
1693,0.996797
1695,0.996798
1696,0.996798
1697,0.996798
1700,0.996799
1702,0.996800
1713,0.996802
1724,0.996804
1725,0.996805
1726,0.996805
1732,0.996806
1734,0.996807
1737,0.996807
1740,0.996808
1743,0.996809
1748,0.996810
1752,0.996811
1753,0.996811
1756,0.996812
1757,0.996812
1758,0.996813
1760,0.996813
1763,0.996814
1764,0.996814
1766,0.996814
1769,0.996815
1774,0.996816
1777,0.996817
1782,0.996819
1783,0.996819
1792,0.996821
1794,0.996822
1798,0.996823
1800,0.996823
1803,0.996824
1805,0.996825
1810,0.996826
1811,0.996827
1812,0.996827
1822,0.996843
1823,0.996843
1826,0.996855
1831,0.996883
1833,0.996883
1836,0.996898
1837,0.996902
1841,0.996919
1844,0.996923
1848,0.996927
1849,0.996927
1850,0.996927
1851,0.996928
1854,0.996929
1860,0.996930
