"xseconds,"rate"
"5:","436"
"10:","346"
"15:","342"
"20:","345"
"25:","347"
"30:","344"
"35:","338"
"40:","319"
"45:","341"
"50:","334"
"55:","325"
"60:","345"
"65:","356"
"70:","361"
"75:","357"
"80:","372"
"85:","375"
"90:","371"
"95:","380"
"100:","373"
"105:","378"
"110:","385"
"115:","381"
"120:","380"
"125:","376"
"130:","382"
"135:","378"
"140:","376"
"145:","393"
"150:","394"
"155:","335"
"160:","331"
"165:","344"
"170:","341"
"175:","335"
"180:","341"
"185:","332"
"190:","335"
"195:","336"
"200:","332"
"205:","336"
"210:","330"
"215:","340"
"220:","327"
"225:","342"
"230:","341"
"235:","338"
"240:","342"
