"xseconds,"rate"
"5:","401"
"10:","335"
"15:","339"
"20:","342"
"25:","342"
"30:","340"
"35:","343"
"40:","342"
"45:","340"
"50:","343"
"55:","338"
"60:","350"
"65:","350"
"70:","360"
"75:","352"
"80:","366"
"85:","360"
"90:","363"
"95:","367"
"100:","360"
"105:","363"
"110:","364"
"115:","364"
"120:","361"
"125:","358"
"130:","365"
"135:","359"
"140:","363"
"145:","351"
"150:","334"
"155:","295"
"160:","292"
"165:","303"
"170:","295"
"175:","295"
"180:","297"
"185:","276"
"190:","283"
"195:","286"
"200:","283"
"205:","283"
"210:","284"
"215:","287"
"220:","284"
"225:","281"
"230:","282"
"235:","281"
"240:","293"
