"xseconds,"rate"
"5:","333"
"10:","335"
"15:","333"
"20:","347"
"25:","375"
"30:","378"
"35:","389"
"40:","354"
"45:","374"
"50:","350"
"55:","351"
"60:","336"
"65:","334"
"70:","339"
"75:","336"
"80:","334"
"85:","343"
"90:","334"
"95:","338"
"100:","344"
"105:","338"
"110:","335"
"115:","334"
"120:","331"
"125:","337"
"130:","341"
"135:","343"
"140:","339"
"145:","338"
"150:","336"
"155:","343"
"160:","335"
"165:","339"
"170:","341"
"175:","341"
"180:","335"
"185:","332"
"190:","349"
"195:","338"
"200:","333"
"205:","333"
"210:","345"
"215:","340"
"220:","337"
"225:","346"
"230:","340"
"235:","378"
"240:","449"
