"xseconds,"rate"
"5:","317"
"10:","247"
"15:","229"
"20:","215"
"25:","200"
"30:","202"
"35:","190"
"40:","202"
"45:","204"
"50:","194"
"55:","197"
"60:","204"
"65:","211"
"70:","207"
"75:","211"
"80:","195"
"85:","192"
"90:","219"
"95:","214"
"100:","215"
"105:","215"
"110:","220"
"115:","216"
"120:","213"
"125:","211"
"130:","210"
"135:","213"
"140:","217"
"145:","208"
"150:","217"
"155:","207"
"160:","224"
"165:","215"
"170:","211"
"175:","216"
"180:","216"
"185:","213"
"190:","208"
"195:","210"
"200:","218"
"205:","215"
"210:","209"
"215:","205"
"220:","206"
"225:","209"
"230:","212"
"235:","224"
"240:","242"
