"xseconds,"rate"
"5:","179"
"10:","238"
"15:","240"
"20:","237"
"25:","238"
"30:","240"
"35:","243"
"40:","226"
"45:","229"
"50:","238"
"55:","237"
"60:","243"
"65:","237"
"70:","242"
"75:","234"
"80:","235"
"85:","245"
"90:","238"
"95:","242"
"100:","245"
"105:","230"
"110:","239"
"115:","245"
"120:","233"
"125:","240"
"130:","225"
"135:","234"
"140:","239"
"145:","234"
"150:","234"
"155:","241"
"160:","247"
"165:","246"
"170:","245"
"175:","244"
"180:","230"
"185:","241"
"190:","235"
"195:","240"
"200:","240"
"205:","235"
"210:","235"
"215:","237"
"220:","237"
"225:","232"
"230:","249"
"235:","316"
"240:","398"
