"xseconds,"rate"
"5:","153"
"10:","150"
"15:","151"
"20:","154"
"25:","153"
"30:","153"
"35:","149"
"40:","154"
"45:","123"
"50:","107"
"55:","109"
"60:","109"
"65:","106"
"70:","109"
"75:","203"
"80:","244"
"85:","251"
"90:","255"
"95:","254"
"100:","253"
"105:","254"
"110:","244"
"115:","256"
"120:","232"
"125:","251"
"130:","257"
"135:","235"
"140:","257"
"145:","249"
"150:","252"
"155:","243"
"160:","255"
"165:","254"
"170:","254"
"175:","254"
"180:","251"
"185:","248"
"190:","255"
"195:","221"
"200:","256"
"205:","255"
"210:","257"
"215:","257"
"220:","254"
"225:","256"
"230:","249"
"235:","274"
"240:","317"
