"xseconds,"rate"
"5:","142"
"10:","103"
"15:","101"
"20:","98"
"25:","92"
"30:","94"
"35:","95"
"40:","93"
"45:","93"
"50:","91"
"55:","95"
"60:","92"
"65:","92"
"70:","93"
"75:","93"
"80:","96"
"85:","93"
"90:","93"
"95:","94"
"100:","94"
"105:","95"
"110:","90"
"115:","94"
"120:","93"
"125:","94"
"130:","92"
"135:","93"
"140:","95"
"145:","94"
"150:","91"
"155:","92"
"160:","94"
"165:","95"
"170:","92"
"175:","93"
"180:","92"
"185:","95"
"190:","93"
"195:","93"
"200:","93"
"205:","95"
"210:","94"
"215:","92"
"220:","93"
"225:","94"
"230:","94"
"235:","92"
"240:","90"
