"xseconds,"rate"
"5:","92"
"10:","93"
"15:","92"
"20:","91"
"25:","93"
"30:","91"
"35:","92"
"40:","92"
"45:","92"
"50:","93"
"55:","190"
"60:","262"
"65:","255"
"70:","266"
"75:","267"
"80:","261"
"85:","263"
"90:","259"
"95:","254"
"100:","268"
"105:","256"
"110:","260"
"115:","263"
"120:","267"
"125:","255"
"130:","263"
"135:","261"
"140:","246"
"145:","268"
"150:","252"
"155:","266"
"160:","257"
"165:","259"
"170:","255"
"175:","232"
"180:","263"
"185:","263"
"190:","265"
"195:","258"
"200:","269"
"205:","271"
"210:","252"
"215:","262"
"220:","259"
"225:","257"
"230:","269"
"235:","280"
"240:","345"
