"xseconds,"rate"
"5:","251"
"10:","172"
"15:","167"
"20:","174"
"25:","174"
"30:","174"
"35:","174"
"40:","174"
"45:","160"
"50:","172"
"55:","176"
"60:","176"
"65:","178"
"70:","179"
"75:","176"
"80:","178"
"85:","176"
"90:","176"
"95:","171"
"100:","168"
"105:","166"
"110:","169"
"115:","168"
"120:","167"
"125:","167"
"130:","160"
"135:","168"
"140:","167"
"145:","170"
"150:","168"
"155:","169"
"160:","167"
"165:","164"
"170:","166"
"175:","168"
"180:","168"
"185:","167"
"190:","168"
"195:","167"
"200:","165"
"205:","167"
"210:","166"
"215:","164"
"220:","173"
"225:","198"
"230:","247"
"235:","308"
"240:","372"
