"xseconds,"rate"
"5:","344"
"10:","301"
"15:","269"
"20:","221"
"25:","186"
"30:","185"
"35:","181"
"40:","185"
"45:","185"
"50:","186"
"55:","185"
"60:","176"
"65:","177"
"70:","175"
"75:","155"
"80:","155"
"85:","156"
"90:","155"
"95:","155"
"100:","151"
"105:","155"
"110:","163"
"115:","176"
"120:","167"
"125:","164"
"130:","165"
"135:","163"
"140:","163"
"145:","165"
"150:","166"
"155:","164"
"160:","166"
"165:","165"
"170:","160"
"175:","158"
"180:","157"
"185:","164"
"190:","165"
"195:","164"
"200:","165"
"205:","165"
"210:","165"
"215:","166"
"220:","164"
"225:","166"
"230:","165"
"235:","159"
"240:","189"
