"xseconds,"rate"
"5:","307"
"10:","246"
"15:","207"
"20:","201"
"25:","211"
"30:","212"
"35:","211"
"40:","211"
"45:","213"
"50:","192"
"55:","208"
"60:","201"
"65:","173"
"70:","173"
"75:","173"
"80:","173"
"85:","173"
"90:","173"
"95:","174"
"100:","167"
"105:","163"
"110:","163"
"115:","164"
"120:","164"
"125:","162"
"130:","163"
"135:","158"
"140:","165"
"145:","162"
"150:","165"
"155:","163"
"160:","163"
"165:","163"
"170:","160"
"175:","164"
"180:","164"
"185:","164"
"190:","163"
"195:","164"
"200:","164"
"205:","161"
"210:","163"
"215:","164"
"220:","161"
"225:","168"
"230:","193"
"235:","243"
"240:","306"
