"xseconds,"rate"
"5:","273"
"10:","221"
"15:","186"
"20:","186"
"25:","181"
"30:","185"
"35:","185"
"40:","186"
"45:","185"
"50:","176"
"55:","178"
"60:","201"
"65:","224"
"70:","225"
"75:","220"
"80:","222"
"85:","221"
"90:","211"
"95:","221"
"100:","204"
"105:","177"
"110:","169"
"115:","167"
"120:","166"
"125:","165"
"130:","165"
"135:","166"
"140:","168"
"145:","165"
"150:","168"
"155:","166"
"160:","161"
"165:","158"
"170:","159"
"175:","163"
"180:","166"
"185:","165"
"190:","168"
"195:","166"
"200:","165"
"205:","166"
"210:","166"
"215:","166"
"220:","168"
"225:","161"
"230:","191"
"235:","242"
"240:","313"
