"xseconds,"rate"
"5:","203"
"10:","167"
"15:","173"
"20:","174"
"25:","173"
"30:","174"
"35:","174"
"40:","160"
"45:","171"
"50:","173"
"55:","179"
"60:","181"
"65:","181"
"70:","179"
"75:","177"
"80:","178"
"85:","180"
"90:","175"
"95:","172"
"100:","168"
"105:","170"
"110:","168"
"115:","169"
"120:","171"
"125:","162"
"130:","172"
"135:","172"
"140:","171"
"145:","171"
"150:","171"
"155:","170"
"160:","168"
"165:","172"
"170:","172"
"175:","173"
"180:","174"
"185:","168"
"190:","169"
"195:","169"
"200:","168"
"205:","170"
"210:","169"
"215:","170"
"220:","200"
"225:","248"
"230:","316"
"235:","401"
"240:","485"
